tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2017,2,308.15,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19790,DL,21440,0.2079,288.2,125,0.1623,375,0.0504,0.3046,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20172317033019819790DL
Table 5,2017,2,308.15,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19805,AA,14890,0.1444,303.38,125,0.1625,375,0.088,0.2935,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20172317033019819805AA
Table 5,2017,2,308.15,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19977,UA,12960,0.1256,370.2,225,0.0833,500,0.0725,0.0293,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20172317033019819977UA
Table 5,2017,2,270.59,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19790,DL,6810,0.1902,267.25,150,0.163,575,0.0514,0.1527,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",20172317033366719790DL
Table 5,2017,2,270.59,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19805,AA,6240,0.1743,269.17,150,0.2147,250,0.0657,0.1298,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",20172317033366719805AA
Table 5,2017,2,270.59,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19977,UA,4440,0.124,312.53,150,0.1014,575,0.0856,0.2027,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",20172317033366719977UA
Table 5,2017,2,346.09,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19790,DL,10140,0.2671,352.57,175,0.0819,550,0.1312,0.2002,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20172317033452419790DL
Table 5,2017,2,346.09,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19805,AA,5400,0.1422,330.57,175,0.1519,550,0.0944,0.1537,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20172317033452419805AA
Table 5,2017,2,128.98,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,WN,168210,0.2636,133.83,75,0.2337,325,0.0521,0.1251,"Las Vegas, NV
(36.169202, -115.140597)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20172322113245719393WN
Table 5,2017,2,123.85,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,WN,156250,0.2604,140.52,75,0.1875,275,0.093,0.1904,"Las Vegas, NV
(36.169202, -115.140597)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",20172322113257519393WN
Table 5,2017,2,128.45,32211,33570,"Las Vegas, NV","San Diego, CA",19393,WN,53120,0.3885,139.06,75,0.225,275,0.073,0.1608,"Las Vegas, NV
(36.169202, -115.140597)","San Diego, CA
(32.71576, -117.163817)",20172322113357019393WN
Table 5,2017,2,82.1,32211,34716,"Las Vegas, NV","Stockton, CA",20368,G4,12880,0.4958,84.22,75,0.4899,125,0.1506,0,"Las Vegas, NV
(36.169202, -115.140597)","Stockton, CA
(37.957541, -121.292451)",20172322113471620368G4
Table 5,2017,2,299.52,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19790,DL,14000,0.3985,310.95,200,0.0871,400,0.0879,0.0157,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172323373165019790DL
Table 5,2017,2,310.1,32337,34100,"Indianapolis, IN","Philadelphia, PA",19805,AA,12960,0.4101,323.59,200,0.0826,400,0.162,0.0224,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)",20172323373410019805AA
Table 5,2017,2,129.43,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",19393,WN,21580,0.2485,125.42,75,0.1617,275,0.0672,0.1297,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20172324673319519393WN
Table 5,2017,2,129.43,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",19805,AA,20640,0.2377,136.83,75,0.0858,200,0.0669,0.0828,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20172324673319519805AA
Table 5,2017,2,136.39,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19393,WN,599920,0.2932,138.85,75,0.2459,275,0.051,0.1143,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20172325753245719393WN
Table 5,2017,2,132.64,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",19393,WN,26160,0.2465,142.3,75,0.1139,200,0.0979,0.1346,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Reno, NV
(30.177159, -95.162771)",20172325753457019393WN
Table 5,2017,2,133.57,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",19790,DL,78740,0.2313,150.48,75,0.0833,200,0.0635,0.1431,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Salt Lake City, UT
(40.758478, -111.888142)",20172325753461419790DL
Table 5,2017,2,133.57,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",20409,B6,37750,0.1109,105.87,75,0.1645,150,0.16,0.0077,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Salt Lake City, UT
(40.758478, -111.888142)",20172325753461420409B6
Table 5,2017,2,88.37,32945,34761,"Lexington, KY","Sanford, FL",20368,G4,10240,0.5042,88.92,75,0.3477,125,0.1572,0.0059,"Lexington, KY
(34.052238, -118.243344)","Sanford, FL
(37.78008, -122.420168)",20172329453476120368G4
Table 5,2017,2,287.66,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19790,DL,8170,0.1888,309.84,175,0.0673,475,0.0502,0.0661,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20172330443170319790DL
Table 5,2017,2,287.66,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19805,AA,6500,0.1502,265.52,150,0.0538,325,0.0923,0.0908,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20172330443170319805AA
Table 5,2017,2,287.66,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19977,UA,4670,0.1079,309.25,175,0.0535,475,0.0749,0.0557,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20172330443170319977UA
Table 5,2017,2,279.15,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,DL,9540,0.3439,335.19,200,0.0618,425,0.0639,0.0241,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172331053165019790DL
Table 5,2017,2,82.27,33105,34761,"Cincinnati, OH","Sanford, FL",20368,G4,12490,0.5069,81.09,75,0.4588,125,0.1361,0,"Cincinnati, OH
(39.104427, -84.513808)","Sanford, FL
(37.78008, -122.420168)",20172331053476120368G4
Table 5,2017,2,282.12,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",19790,DL,7130,0.3318,289.41,175,0.0617,375,0.0589,0.0252,"Madison, WI
(43.073926, -89.385244)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20172334853085219790DL
Table 5,2017,2,132.98,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19393,WN,71240,0.1811,124.25,75,0.2892,200,0.1207,0.0604,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20172340573245719393WN
Table 5,2017,2,132.98,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19930,AS,92700,0.2357,130.07,75,0.2261,200,0.0866,0.0817,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20172340573245719930AS
Table 5,2017,2,307.55,34100,30198,"Philadelphia, PA","Pittsburgh, PA",19805,AA,16510,0.4825,308.99,125,0.0697,425,0.0539,0.1981,"Philadelphia, PA
(39.951061, -75.16562)","Pittsburgh, PA
(40.442169, -79.994945)",20172341003019819805AA
Table 5,2017,2,138.22,34614,33570,"Salt Lake City, UT","San Diego, CA",19790,DL,26860,0.3027,147.83,100,0.2528,250,0.064,0.0268,"Salt Lake City, UT
(40.758478, -111.888142)","San Diego, CA
(32.71576, -117.163817)",20172346143357019790DL
Table 5,2017,2,138.22,34614,33570,"Salt Lake City, UT","San Diego, CA",19930,AS,10140,0.1143,103.91,75,0.1765,175,0.0533,0.0365,"Salt Lake City, UT
(40.758478, -111.888142)","San Diego, CA
(32.71576, -117.163817)",20172346143357019930AS
Table 5,2017,2,265.58,35412,30852,"Knoxville, TN","Washington, DC (Metropolitan Area)",19805,AA,6340,0.3297,265.34,125,0.0599,325,0.0536,0.1435,"Knoxville, TN
(35.962631, -83.916677)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20172354123085219805AA
Table 5,2017,3,280.53,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,AA,9450,0.4073,294.99,175,0.1397,400,0.0825,0.0466,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)",20173301943304419805AA
Table 5,2017,3,332.65,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,3710,0.1348,312.39,175,0.0593,450,0.0728,0.0782,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20173302553085219790DL
Table 5,2017,3,332.65,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,AA,9440,0.343,335.61,150,0.1155,475,0.0816,0.2278,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20173302553085219805AA
Table 5,2017,3,124.73,30325,30466,"Denver, CO","Phoenix, AZ",19393,WN,84390,0.3062,125.61,75,0.1434,200,0.0514,0.0653,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)",20173303253046619393WN
Table 5,2017,3,124.73,30325,30466,"Denver, CO","Phoenix, AZ",19805,AA,27670,0.1004,123.49,75,0.081,175,0.069,0.0517,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)",20173303253046619805AA
Table 5,2017,3,136.04,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",19393,WN,31140,0.1267,138.57,75,0.0536,200,0.0739,0.0478,"Denver, CO
(39.738453, -104.984853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20173303253165019393WN
Table 5,2017,3,136.04,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",19790,DL,37780,0.1538,161.96,100,0.1096,225,0.0728,0.0376,"Denver, CO
(39.738453, -104.984853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20173303253165019790DL
Table 5,2017,3,136.04,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",19977,UA,25220,0.1026,136.76,75,0.0908,200,0.0674,0.0666,"Denver, CO
(39.738453, -104.984853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20173303253165019977UA
Table 5,2017,3,116.06,30325,32211,"Denver, CO","Las Vegas, NV",19393,WN,62010,0.3083,111.15,75,0.2438,175,0.0674,0.0379,"Denver, CO
(39.738453, -104.984853)","Las Vegas, NV
(36.169202, -115.140597)",20173303253221119393WN
Table 5,2017,3,116.06,30325,32211,"Denver, CO","Las Vegas, NV",19977,UA,20540,0.1021,146.38,75,0.0867,200,0.057,0.1358,"Denver, CO
(39.738453, -104.984853)","Las Vegas, NV
(36.169202, -115.140597)",20173303253221119977UA
Table 5,2017,3,128.02,30325,33316,"Denver, CO","Omaha, NE",19393,WN,13310,0.2141,133.67,75,0.121,175,0.1322,0.0751,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)",20173303253331619393WN
Table 5,2017,3,128.02,30325,33316,"Denver, CO","Omaha, NE",19977,UA,15880,0.2554,129.8,75,0.1127,175,0.0548,0.0844,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)",20173303253331619977UA
Table 5,2017,3,126.01,30325,34614,"Denver, CO","Salt Lake City, UT",19393,WN,26910,0.1888,126.04,75,0.1613,175,0.097,0.068,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20173303253461419393WN
Table 5,2017,3,126.01,30325,34614,"Denver, CO","Salt Lake City, UT",19790,DL,29430,0.2065,124.13,75,0.1549,175,0.1244,0.0442,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20173303253461419790DL
Table 5,2017,3,298.97,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",19790,DL,10800,0.4905,305.82,200,0.0704,450,0.0815,0.0074,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Nashville, TN
(36.166687, -86.779932)",20173303973069319790DL
Table 5,2017,3,131.69,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",19393,WN,31510,0.1733,102.99,75,0.3307,175,0.0673,0.026,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Orlando, FL
(28.538331, -81.378879)",20173303973145419393WN
Table 5,2017,3,131.69,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",19790,DL,55940,0.3077,149.03,100,0.1875,225,0.0601,0.0304,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Orlando, FL
(28.538331, -81.378879)",20173303973145419790DL
Table 5,2017,3,127.32,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",19790,DL,120410,0.3185,133.13,75,0.1012,175,0.1183,0.0674,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20173303973246719790DL
Table 5,2017,3,282.34,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",19790,DL,7790,0.4229,286.68,100,0.0578,475,0.0526,0.3979,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Little Rock, AR
(34.748745, -92.275105)",20173303973260019790DL
Table 5,2017,3,125.63,30397,33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",19393,WN,16920,0.1813,106.99,75,0.2778,175,0.0869,0.0361,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New Orleans, LA
(29.950621, -90.074948)",20173303973349519393WN
Table 5,2017,3,125.63,30397,33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",19790,DL,27960,0.2996,138.67,75,0.0826,200,0.1255,0.078,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","New Orleans, LA
(29.950621, -90.074948)",20173303973349519790DL
Table 5,2017,3,77.33,30397,35356,"Atlanta, GA (Metropolitan Area)","Trenton, NJ",20436,F9,11040,0.5111,77.96,75,0.5933,125,0.1232,0,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Trenton, NJ
(40.220572, -74.759709)",20173303973535620436F9
Table 5,2017,3,78.19,30466,34314,"Phoenix, AZ","Provo, UT",20368,G4,9210,0.5102,76.33,75,0.6547,125,0.0641,0,"Phoenix, AZ
(30.406931, -87.217578)","Provo, UT
(41.824461, -71.412747)",20173304663431420368G4
Table 5,2017,3,303.29,30977,32070,"Chicago, IL","Harrisburg, PA",19805,AA,4340,0.2398,324.43,225,0.1152,425,0.0922,0.0323,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",20173309773207019805AA
Table 5,2017,3,139.87,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",19393,WN,18750,0.1936,139.97,100,0.2123,275,0.0512,0.0048,"Hartford, CT
(41.765775, -72.673356)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20173305293085219393WN
Table 5,2017,3,139.87,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",19805,AA,13700,0.1414,150.13,100,0.154,200,0.0861,0.0219,"Hartford, CT
(41.765775, -72.673356)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20173305293085219805AA
Table 5,2017,3,139.87,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",20409,B6,10270,0.106,110.88,75,0.186,175,0.0906,0.0185,"Hartford, CT
(41.765775, -72.673356)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20173305293085220409B6
Table 5,2017,3,98.29,30529,31135,"Hartford, CT","Myrtle Beach, SC",20416,NK,8430,0.3986,79.38,75,0.5777,125,0.1269,0,"Hartford, CT
(41.765775, -72.673356)","Myrtle Beach, SC
(33.68785, -78.883852)",20173305293113520416NK
Table 5,2017,3,128.23,30559,31884,"Seattle, WA","Spokane, WA",19930,AS,40400,0.4222,129.46,75,0.0809,200,0.1458,0.023,"Seattle, WA
(47.603229, -122.33028)","Spokane, WA
(47.658999, -117.425022)",20173305593188419930AS
Table 5,2017,3,319.65,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19805,AA,11530,0.443,319.78,175,0.1518,425,0.2125,0.026,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20173306473410019805AA
Table 5,2017,3,135.13,30713,30559,"Boise, ID","Seattle, WA",19790,DL,12040,0.1591,126.57,100,0.3962,200,0.0914,0.0125,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20173307133055919790DL
Table 5,2017,3,135.13,30713,30559,"Boise, ID","Seattle, WA",19930,AS,25660,0.3391,136.47,100,0.2408,200,0.1107,0.0062,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20173307133055919930AS
Table 5,2017,3,106.44,30713,31884,"Boise, ID","Spokane, WA",19393,WN,8550,0.262,100.93,75,0.4257,175,0.0901,0.0316,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20173307133188419393WN
Table 5,2017,3,106.44,30713,31884,"Boise, ID","Spokane, WA",19930,AS,7500,0.2298,109.1,75,0.424,175,0.0693,0.048,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20173307133188419930AS
Table 5,2017,3,135.64,30713,33192,"Boise, ID","Sacramento, CA",19393,WN,6240,0.2564,133.33,75,0.1298,250,0.0545,0.0657,"Boise, ID
(43.597772, -83.884521)","Sacramento, CA
(38.582087, -121.50012)",20173307133319219393WN
Table 5,2017,3,135.64,30713,33192,"Boise, ID","Sacramento, CA",19930,AS,5040,0.2071,127.32,75,0.1706,225,0.0675,0.0417,"Boise, ID
(43.597772, -83.884521)","Sacramento, CA
(38.582087, -121.50012)",20173307133319219930AS
Table 5,2017,3,123.13,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19393,WN,32780,0.1011,113.91,75,0.2096,175,0.0692,0.0516,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20173309773165019393WN
Table 5,2017,3,123.13,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19790,DL,50480,0.1558,139.92,75,0.1339,200,0.103,0.0733,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20173309773165019790DL
Table 5,2017,3,123.13,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19805,AA,33970,0.1048,118.01,75,0.2225,200,0.0592,0.048,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20173309773165019805AA
Table 5,2017,3,123.13,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19977,UA,42490,0.1311,116.39,75,0.2328,175,0.0598,0.0579,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20173309773165019977UA
Table 5,2017,3,344.38,30977,31834,"Chicago, IL","Fayetteville, AR",19805,AA,6620,0.351,331.77,200,0.3187,625,0.077,0.1299,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20173309773183419805AA
Table 5,2017,3,344.38,30977,31834,"Chicago, IL","Fayetteville, AR",19977,UA,2960,0.1569,378.11,200,0.1993,625,0.0912,0.1757,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20173309773183419977UA
Table 5,2017,3,303.29,30977,32070,"Chicago, IL","Harrisburg, PA",19977,UA,4590,0.2536,293.49,175,0.0741,425,0.0719,0.0414,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",20173309773207019977UA
Table 5,2017,3,124.32,30977,33105,"Chicago, IL","Cincinnati, OH",19393,WN,10610,0.1358,101.65,75,0.4213,200,0.0641,0.0075,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20173309773310519393WN
Table 5,2017,3,124.32,30977,33105,"Chicago, IL","Cincinnati, OH",19790,DL,9470,0.1212,127.54,75,0.1404,175,0.1531,0.0338,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20173309773310519790DL
Table 5,2017,3,124.32,30977,33105,"Chicago, IL","Cincinnati, OH",19805,AA,8400,0.1075,147.09,75,0.0643,175,0.2131,0.0798,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20173309773310519805AA
Table 5,2017,3,124.32,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,10250,0.1312,129.43,75,0.1795,175,0.1278,0.0634,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20173309773310519977UA
Table 5,2017,3,289.04,30977,35096,"Chicago, IL","Syracuse, NY",19805,AA,6320,0.2991,314.72,175,0.1424,375,0.1978,0.0633,"Chicago, IL
(41.775002, -87.696388)","Syracuse, NY
(43.047945, -76.147448)",20173309773509619805AA
Table 5,2017,3,289.04,30977,35096,"Chicago, IL","Syracuse, NY",19977,UA,4100,0.194,269.83,175,0.1561,375,0.1439,0.0122,"Chicago, IL
(41.775002, -87.696388)","Syracuse, NY
(43.047945, -76.147448)",20173309773509619977UA
Table 5,2017,3,92.12,30977,35356,"Chicago, IL","Trenton, NJ",20436,F9,11930,0.4948,92.21,75,0.3889,150,0.1115,0,"Chicago, IL
(41.775002, -87.696388)","Trenton, NJ
(40.220572, -74.759709)",20173309773535620436F9
Table 5,2017,3,290.7,30994,34100,"Charleston, SC","Philadelphia, PA",19805,AA,8170,0.4376,292.01,175,0.0673,600,0.0624,0.1065,"Charleston, SC
(32.77647, -79.931027)","Philadelphia, PA
(39.951061, -75.16562)",20173309943410019805AA
Table 5,2017,3,282.95,31057,31066,"Charlotte, NC","Columbus, OH",19805,AA,7900,0.4582,296.42,150,0.0646,375,0.1722,0.0633,"Charlotte, NC
(35.222936, -80.840161)","Columbus, OH
(39.962649, -82.996216)",20173310573106619805AA
Table 5,2017,3,288.96,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",19805,AA,14650,0.476,295.26,175,0.17,375,0.0601,0.0819,"Charlotte, NC
(35.222936, -80.840161)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20173310573319519805AA
Table 5,2017,3,312.89,31066,34100,"Columbus, OH","Philadelphia, PA",19805,AA,10640,0.4253,322.15,175,0.1194,425,0.1344,0.0752,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)",20173310663410019805AA
Table 5,2017,3,99.99,31135,30198,"Myrtle Beach, SC","Pittsburgh, PA",20368,G4,3140,0.1805,82.37,75,0.4968,125,0.1911,0,"Myrtle Beach, SC
(33.68785, -78.883852)","Pittsburgh, PA
(40.442169, -79.994945)",20173311353019820368G4
Table 5,2017,3,99.99,31135,30198,"Myrtle Beach, SC","Pittsburgh, PA",20416,NK,3840,0.2207,81.65,75,0.5339,125,0.1953,0,"Myrtle Beach, SC
(33.68785, -78.883852)","Pittsburgh, PA
(40.442169, -79.994945)",20173311353019820416NK
Table 5,2017,3,128.93,31135,30852,"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",19805,AA,4290,0.1933,190.55,100,0.1072,300,0.0723,0.0769,"Myrtle Beach, SC
(33.68785, -78.883852)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20173311353085219805AA
Table 5,2017,3,128.93,31135,30852,"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",20416,NK,6330,0.2853,83.61,75,0.5498,150,0.0695,0.0016,"Myrtle Beach, SC
(33.68785, -78.883852)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20173311353085220416NK
Table 5,2017,3,112.39,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",19977,UA,9720,0.1106,142.02,75,0.0936,175,0.1677,0.0967,"Myrtle Beach, SC
(33.68785, -78.883852)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20173311353170319977UA
Table 5,2017,3,112.39,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",20416,NK,24190,0.2752,86.12,75,0.506,150,0.0806,0.0025,"Myrtle Beach, SC
(33.68785, -78.883852)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20173311353170320416NK
Table 5,2017,3,128.36,31135,34100,"Myrtle Beach, SC","Philadelphia, PA",19805,AA,6640,0.2729,166.75,100,0.0663,225,0.0617,0.0392,"Myrtle Beach, SC
(33.68785, -78.883852)","Philadelphia, PA
(39.951061, -75.16562)",20173311353410019805AA
Table 5,2017,3,128.36,31135,34100,"Myrtle Beach, SC","Philadelphia, PA",20416,NK,5510,0.2265,76.42,75,0.6679,125,0.0799,0.0018,"Myrtle Beach, SC
(33.68785, -78.883852)","Philadelphia, PA
(39.951061, -75.16562)",20173311353410020416NK
Table 5,2017,3,289.12,31136,34100,"Jacksonville, FL","Philadelphia, PA",19805,AA,8110,0.3548,310.67,200,0.0999,350,0.0654,0.0826,"Jacksonville, FL
(30.325968, -81.65676)","Philadelphia, PA
(39.951061, -75.16562)",20173311363410019805AA
Table 5,2017,3,119.96,31295,31135,"Detroit, MI","Myrtle Beach, SC",19790,DL,3310,0.1293,203.72,125,0.0665,275,0.0514,0.0302,"Detroit, MI
(42.332916, -83.047853)","Myrtle Beach, SC
(33.68785, -78.883852)",20173312953113519790DL
Table 5,2017,3,119.96,31295,31135,"Detroit, MI","Myrtle Beach, SC",20416,NK,8870,0.3465,82.33,75,0.5524,150,0.0586,0.0034,"Detroit, MI
(42.332916, -83.047853)","Myrtle Beach, SC
(33.68785, -78.883852)",20173312953113520416NK
